pscore,model,method,specialty,horizon_range
2.999698342640749,xgb,Multi,dis_trauma_orthopaedics,8-14
3.52285463775029,xgb,Multi,dis_trauma_orthopaedics,8-14
4.9015069939643325,xgb,Multi,dis_trauma_orthopaedics,8-14
1.670320547672988,xgb,Single,dis_trauma_orthopaedics,15-21
3.2586058362475887,xgb,Single,dis_trauma_orthopaedics,15-21
3.462907376491858,xgb,Single,dis_trauma_orthopaedics,15-21
2.733968439445172,xgb,Single,dis_trauma_orthopaedics,15-21
3.850503110105307,xgb,Single,dis_trauma_orthopaedics,15-21
3.1720656973597876,xgb,Single,dis_trauma_orthopaedics,15-21
3.8545529026050027,xgb,Single,dis_trauma_orthopaedics,15-21
5.219155757751862,xgb,Single,dis_trauma_orthopaedics,15-21
1.6860143076261063,xgb,Single,dis_trauma_orthopaedics,15-21
2.4483834101959507,xgb,Single,dis_trauma_orthopaedics,15-21
4.388836950181778,xgb,Single,dis_trauma_orthopaedics,15-21
4.8800109765442485,xgb,Single,dis_trauma_orthopaedics,15-21
2.8512907273178527,xgb,Single,dis_trauma_orthopaedics,15-21
4.080939421357462,xgb,Single,dis_trauma_orthopaedics,15-21
3.9884062612748648,xgb,Single,dis_trauma_orthopaedics,15-21
3.338983269802544,xgb,Single,dis_trauma_orthopaedics,15-21
2.9229898227439515,xgb,Single,dis_trauma_orthopaedics,15-21
1.7906863899743826,xgb,Single,dis_trauma_orthopaedics,15-21
2.4000008400899175,xgb,Single,dis_trauma_orthopaedics,15-21
2.5199056794572336,xgb,Single,dis_trauma_orthopaedics,15-21
1.9614384944413448,xgb,Single,dis_trauma_orthopaedics,15-21
2.457714540085366,xgb,Single,dis_trauma_orthopaedics,15-21
2.6040863439089246,xgb,Single,dis_trauma_orthopaedics,15-21
2.1938014432895234,xgb,Single,dis_trauma_orthopaedics,15-21
3.124933638287506,xgb,Single,dis_trauma_orthopaedics,15-21
3.354835438409465,xgb,Single,dis_trauma_orthopaedics,15-21
2.1355900465126907,xgb,Single,dis_trauma_orthopaedics,15-21
6.521892878717732,xgb,Single,dis_trauma_orthopaedics,15-21
3.3234168395283112,xgb,Single,dis_trauma_orthopaedics,15-21
2.1028843981714824,xgb,Single,dis_trauma_orthopaedics,15-21
1.7036674786235493,xgb,Multi,dis_trauma_orthopaedics,15-21
2.3202822960686853,xgb,Multi,dis_trauma_orthopaedics,15-21
3.7598288791394476,xgb,Multi,dis_trauma_orthopaedics,15-21
2.9633000415274253,xgb,Multi,dis_trauma_orthopaedics,15-21
3.0518839365694923,xgb,Multi,dis_trauma_orthopaedics,15-21
3.7608416385844796,xgb,Multi,dis_trauma_orthopaedics,15-21
3.5063982819189925,xgb,Multi,dis_trauma_orthopaedics,15-21
4.246859562691667,xgb,Multi,dis_trauma_orthopaedics,15-21
2.2543279499823674,xgb,Multi,dis_trauma_orthopaedics,15-21
2.8363622456167064,xgb,Multi,dis_trauma_orthopaedics,15-21
3.4044100067136815,xgb,Multi,dis_trauma_orthopaedics,15-21
3.9285238196679124,xgb,Multi,dis_trauma_orthopaedics,15-21
2.7557706890407774,xgb,Multi,dis_trauma_orthopaedics,15-21
3.98321285534247,xgb,Multi,dis_trauma_orthopaedics,15-21
4.4636723833620815,xgb,Multi,dis_trauma_orthopaedics,15-21
3.152033330637816,xgb,Multi,dis_trauma_orthopaedics,15-21
3.8125448352462064,xgb,Multi,dis_trauma_orthopaedics,15-21
2.1481752979650435,xgb,Multi,dis_trauma_orthopaedics,15-21
2.0172087826913474,xgb,Multi,dis_trauma_orthopaedics,15-21
2.582622245195581,xgb,Multi,dis_trauma_orthopaedics,15-21
2.527852186057006,xgb,Multi,dis_trauma_orthopaedics,15-21
2.583113792576744,xgb,Multi,dis_trauma_orthopaedics,15-21
2.511075952700227,xgb,Multi,dis_trauma_orthopaedics,15-21
2.4022269078900274,xgb,Multi,dis_trauma_orthopaedics,15-21
2.9909840422419367,xgb,Multi,dis_trauma_orthopaedics,15-21
3.2723545104003327,xgb,Multi,dis_trauma_orthopaedics,15-21
2.542192564182052,xgb,Multi,dis_trauma_orthopaedics,15-21
6.635504595133701,xgb,Multi,dis_trauma_orthopaedics,15-21
4.793448173354799,xgb,Multi,dis_trauma_orthopaedics,15-21
1.6085905119268349,xgb,Multi,dis_trauma_orthopaedics,15-21
3.258745483391829,xgb,Single,dis_trauma_orthopaedics,22-42
3.9356872266874903,xgb,Single,dis_trauma_orthopaedics,22-42
3.1588457888272408,xgb,Single,dis_trauma_orthopaedics,22-42
2.4390539043432713,xgb,Single,dis_trauma_orthopaedics,22-42
2.3710330495887093,xgb,Single,dis_trauma_orthopaedics,22-42
3.3426012794664155,xgb,Single,dis_trauma_orthopaedics,22-42
3.5445156324200373,xgb,Single,dis_trauma_orthopaedics,22-42
2.7128882229099593,xgb,Single,dis_trauma_orthopaedics,22-42
3.2042244682641203,xgb,Single,dis_trauma_orthopaedics,22-42
4.492967114302827,xgb,Single,dis_trauma_orthopaedics,22-42
4.054956696752266,xgb,Single,dis_trauma_orthopaedics,22-42
3.052220981908164,xgb,Single,dis_trauma_orthopaedics,22-42
3.919758565061311,xgb,Single,dis_trauma_orthopaedics,22-42
3.4899428557219143,xgb,Single,dis_trauma_orthopaedics,22-42
3.0992454675238705,xgb,Single,dis_trauma_orthopaedics,22-42
2.6081737993738683,xgb,Single,dis_trauma_orthopaedics,22-42
2.548241512013376,xgb,Single,dis_trauma_orthopaedics,22-42
2.9481939392069,xgb,Single,dis_trauma_orthopaedics,22-42
3.8667026041207113,xgb,Single,dis_trauma_orthopaedics,22-42
3.183645644247393,xgb,Single,dis_trauma_orthopaedics,22-42
2.8659920160276164,xgb,Single,dis_trauma_orthopaedics,22-42
3.1708356133167284,xgb,Single,dis_trauma_orthopaedics,22-42
2.054022815313995,xgb,Single,dis_trauma_orthopaedics,22-42
2.98548299199111,xgb,Single,dis_trauma_orthopaedics,22-42
2.814356237930421,xgb,Single,dis_trauma_orthopaedics,22-42
2.926436197311012,xgb,Single,dis_trauma_orthopaedics,22-42
4.280651400866475,xgb,Single,dis_trauma_orthopaedics,22-42
2.9079612638335726,xgb,Single,dis_trauma_orthopaedics,22-42
2.7467748979344715,xgb,Single,dis_trauma_orthopaedics,22-42
3.6006214295609076,xgb,Single,dis_trauma_orthopaedics,22-42
3.206163445528495,xgb,Multi,dis_trauma_orthopaedics,22-42
4.020222133966473,xgb,Multi,dis_trauma_orthopaedics,22-42
3.6744659740454257,xgb,Multi,dis_trauma_orthopaedics,22-42
2.5223414080716866,xgb,Multi,dis_trauma_orthopaedics,22-42
2.5042844132275595,xgb,Multi,dis_trauma_orthopaedics,22-42
3.149330601348702,xgb,Multi,dis_trauma_orthopaedics,22-42
3.3042013372748196,xgb,Multi,dis_trauma_orthopaedics,22-42
2.765447804879619,xgb,Multi,dis_trauma_orthopaedics,22-42
3.180947037602806,xgb,Multi,dis_trauma_orthopaedics,22-42
4.333286106475979,xgb,Multi,dis_trauma_orthopaedics,22-42
3.855843840733388,xgb,Multi,dis_trauma_orthopaedics,22-42
3.2722405347025547,xgb,Multi,dis_trauma_orthopaedics,22-42
3.8605084843432342,xgb,Multi,dis_trauma_orthopaedics,22-42
3.9325623661685976,xgb,Multi,dis_trauma_orthopaedics,22-42
3.363279735553523,xgb,Multi,dis_trauma_orthopaedics,22-42
2.616859085388163,xgb,Multi,dis_trauma_orthopaedics,22-42
2.534372039994406,xgb,Multi,dis_trauma_orthopaedics,22-42
2.836124466390478,xgb,Multi,dis_trauma_orthopaedics,22-42
3.867741410120646,xgb,Multi,dis_trauma_orthopaedics,22-42
3.460149929695084,xgb,Multi,dis_trauma_orthopaedics,22-42
3.630566750503745,xgb,Multi,dis_trauma_orthopaedics,22-42
2.9776929094163798,xgb,Multi,dis_trauma_orthopaedics,22-42
2.5836124656867705,xgb,Multi,dis_trauma_orthopaedics,22-42
2.761579142605888,xgb,Multi,dis_trauma_orthopaedics,22-42
3.117488147619392,xgb,Multi,dis_trauma_orthopaedics,22-42
3.300537162161848,xgb,Multi,dis_trauma_orthopaedics,22-42
3.6139683881242415,xgb,Multi,dis_trauma_orthopaedics,22-42
3.6525365867947266,xgb,Multi,dis_trauma_orthopaedics,22-42
4.086961111859256,xgb,Multi,dis_trauma_orthopaedics,22-42
3.523232994910321,xgb,Multi,dis_trauma_orthopaedics,22-42
2.464774712769151,xgb,Single,dis_ophthalmology,1-7
2.6860745874068144,xgb,Single,dis_ophthalmology,1-7
2.3381300894182435,xgb,Single,dis_ophthalmology,1-7
1.7413986554240208,xgb,Single,dis_ophthalmology,1-7
2.271290379672106,xgb,Single,dis_ophthalmology,1-7
3.3785145845696856,xgb,Single,dis_ophthalmology,1-7
2.707091403805871,xgb,Single,dis_ophthalmology,1-7
5.27462448021651,xgb,Single,dis_ophthalmology,1-7
3.044236163597891,xgb,Single,dis_ophthalmology,1-7
4.297022830790721,xgb,Single,dis_ophthalmology,1-7
4.848198721519917,xgb,Single,dis_ophthalmology,1-7
1.6559483386448652,xgb,Single,dis_ophthalmology,1-7
1.8261438033389221,xgb,Single,dis_ophthalmology,1-7
2.646614766471834,xgb,Single,dis_ophthalmology,1-7
2.2381642126711774,xgb,Single,dis_ophthalmology,1-7
2.9788952063415843,xgb,Single,dis_ophthalmology,1-7
2.2154300616631533,xgb,Single,dis_ophthalmology,1-7
2.7115448240415825,xgb,Single,dis_ophthalmology,1-7
4.905540028192488,xgb,Single,dis_ophthalmology,1-7
4.209425176792702,xgb,Single,dis_ophthalmology,1-7
12.054551176237027,xgb,Single,dis_ophthalmology,1-7
4.004026158419047,xgb,Single,dis_ophthalmology,1-7
1.9374687469750407,xgb,Single,dis_ophthalmology,1-7
6.876654688401101,xgb,Single,dis_ophthalmology,1-7
5.607517208893435,xgb,Single,dis_ophthalmology,1-7
3.8654931766297795,xgb,Single,dis_ophthalmology,1-7
4.995025565271713,xgb,Single,dis_ophthalmology,1-7
3.425902998025365,xgb,Single,dis_ophthalmology,1-7
15.794129015849077,xgb,Single,dis_ophthalmology,1-7
8.103739732516342,xgb,Single,dis_ophthalmology,1-7
1.9934630662394413,xgb,Multi,dis_ophthalmology,1-7
2.456978324504628,xgb,Multi,dis_ophthalmology,1-7
1.640223892784483,xgb,Multi,dis_ophthalmology,1-7
1.6126274473019728,xgb,Multi,dis_ophthalmology,1-7
2.461609518114318,xgb,Multi,dis_ophthalmology,1-7
2.2102342337944525,xgb,Multi,dis_ophthalmology,1-7
2.4455081532124745,xgb,Multi,dis_ophthalmology,1-7
2.752382738957967,xgb,Multi,dis_ophthalmology,1-7
2.6642274444142613,xgb,Multi,dis_ophthalmology,1-7
2.279758981445726,xgb,Multi,dis_ophthalmology,1-7
3.3586628772539546,xgb,Multi,dis_ophthalmology,1-7
2.0296582647993304,xgb,Multi,dis_ophthalmology,1-7
1.909262659053434,xgb,Multi,dis_ophthalmology,1-7
2.3709318945723092,xgb,Multi,dis_ophthalmology,1-7
2.661601061266507,xgb,Multi,dis_ophthalmology,1-7
2.6145961444255854,xgb,Multi,dis_ophthalmology,1-7
2.582243793376246,xgb,Multi,dis_ophthalmology,1-7
4.167742642719398,xgb,Multi,dis_ophthalmology,1-7
3.334303810118118,xgb,Multi,dis_ophthalmology,1-7
2.5125557095147713,xgb,Multi,dis_ophthalmology,1-7
10.94905818908069,xgb,Multi,dis_ophthalmology,1-7
4.3229180982658075,xgb,Multi,dis_ophthalmology,1-7
2.060088473285591,xgb,Multi,dis_ophthalmology,1-7
5.9981540990037745,xgb,Multi,dis_ophthalmology,1-7
6.311945901105388,xgb,Multi,dis_ophthalmology,1-7
3.3367474562820276,xgb,Multi,dis_ophthalmology,1-7
5.349908604302953,xgb,Multi,dis_ophthalmology,1-7
3.393296857870166,xgb,Multi,dis_ophthalmology,1-7
12.286505701576072,xgb,Multi,dis_ophthalmology,1-7
7.202135131895937,xgb,Multi,dis_ophthalmology,1-7
4.535317771420396,xgb,Single,dis_ophthalmology,8-14
2.0354845609136762,xgb,Single,dis_ophthalmology,8-14
3.6705571168317084,xgb,Single,dis_ophthalmology,8-14
2.466310056290987,xgb,Single,dis_ophthalmology,8-14
1.2666562206047853,xgb,Single,dis_ophthalmology,8-14
5.275263946148797,xgb,Single,dis_ophthalmology,8-14
2.943300680851539,xgb,Single,dis_ophthalmology,8-14
2.2283571084548934,xgb,Single,dis_ophthalmology,8-14
2.7794505147618978,xgb,Single,dis_ophthalmology,8-14
2.511759576150948,xgb,Single,dis_ophthalmology,8-14
2.466745056864487,xgb,Single,dis_ophthalmology,8-14
4.113153165828158,xgb,Single,dis_ophthalmology,8-14
3.810882252748452,xgb,Single,dis_ophthalmology,8-14
2.0466315572855227,xgb,Single,dis_ophthalmology,8-14
3.8246665696266784,xgb,Single,dis_ophthalmology,8-14
4.7720996498894,xgb,Single,dis_ophthalmology,8-14
2.021588232972706,xgb,Single,dis_ophthalmology,8-14
4.333826290599425,xgb,Single,dis_ophthalmology,8-14
4.805492359463585,xgb,Single,dis_ophthalmology,8-14
4.154904786634147,xgb,Single,dis_ophthalmology,8-14
7.041134735114562,xgb,Single,dis_ophthalmology,8-14
7.1785902039198755,xgb,Single,dis_ophthalmology,8-14
5.015204480739249,xgb,Single,dis_ophthalmology,8-14
7.896110637017032,xgb,Single,dis_ophthalmology,8-14
7.989472914253071,xgb,Single,dis_ophthalmology,8-14
4.886174182179256,xgb,Single,dis_ophthalmology,8-14
7.249158269794414,xgb,Single,dis_ophthalmology,8-14
9.054077082115443,xgb,Single,dis_ophthalmology,8-14
11.645548558238216,xgb,Single,dis_ophthalmology,8-14
8.045073029020934,xgb,Single,dis_ophthalmology,8-14
3.508672856126321,xgb,Multi,dis_ophthalmology,8-14
1.651928482640489,xgb,Multi,dis_ophthalmology,8-14
2.362735736144965,xgb,Multi,dis_ophthalmology,8-14
2.087860418672023,xgb,Multi,dis_ophthalmology,8-14
1.8576839241928407,xgb,Multi,dis_ophthalmology,8-14
3.3255630651418073,xgb,Multi,dis_ophthalmology,8-14
2.1932999226117884,xgb,Multi,dis_ophthalmology,8-14
1.6758934265027368,xgb,Multi,dis_ophthalmology,8-14
1.3391759905841594,xgb,Multi,dis_ophthalmology,8-14
1.6570657658524266,xgb,Multi,dis_ophthalmology,8-14
2.177162738080469,xgb,Multi,dis_ophthalmology,8-14
4.1033824462619695,xgb,Multi,dis_ophthalmology,8-14
2.586513409802748,xgb,Multi,dis_ophthalmology,8-14
2.5314631539268255,xgb,Multi,dis_ophthalmology,8-14
3.795801671123835,xgb,Multi,dis_ophthalmology,8-14
3.79028306794694,xgb,Multi,dis_ophthalmology,8-14
1.6387654632962962,xgb,Multi,dis_ophthalmology,8-14
3.6008125825010606,xgb,Multi,dis_ophthalmology,8-14
5.142320097476825,xgb,Multi,dis_ophthalmology,8-14
1.8887957272608382,xgb,Multi,dis_ophthalmology,8-14
6.214472082174345,xgb,Multi,dis_ophthalmology,8-14
4.179717180768966,xgb,Multi,dis_ophthalmology,8-14
6.28198972507572,xgb,Multi,dis_ophthalmology,8-14
7.314999870526312,xgb,Multi,dis_ophthalmology,8-14
6.744431630872643,xgb,Multi,dis_ophthalmology,8-14
5.319770343618425,xgb,Multi,dis_ophthalmology,8-14
7.949880890310198,xgb,Multi,dis_ophthalmology,8-14
10.429899255953208,xgb,Multi,dis_ophthalmology,8-14
8.964678879527199,xgb,Multi,dis_ophthalmology,8-14
6.913754099474063,xgb,Multi,dis_ophthalmology,8-14
3.787495146291017,xgb,Single,dis_ophthalmology,15-21
3.4261324686332375,xgb,Single,dis_ophthalmology,15-21
2.3227619412436757,xgb,Single,dis_ophthalmology,15-21
2.126699482574307,xgb,Single,dis_ophthalmology,15-21
3.66921726490992,xgb,Single,dis_ophthalmology,15-21
3.272807330281552,xgb,Single,dis_ophthalmology,15-21
4.965285229008596,xgb,Single,dis_ophthalmology,15-21
4.702590554694189,xgb,Single,dis_ophthalmology,15-21
3.522221210896724,xgb,Single,dis_ophthalmology,15-21
4.625701579683105,xgb,Single,dis_ophthalmology,15-21
3.0135634056011513,xgb,Single,dis_ophthalmology,15-21
1.9681398192803718,xgb,Single,dis_ophthalmology,15-21
1.7786474956306113,xgb,Single,dis_ophthalmology,15-21
3.2455525172849184,xgb,Single,dis_ophthalmology,15-21
3.0423277036642724,xgb,Single,dis_ophthalmology,15-21
4.922233160895381,xgb,Single,dis_ophthalmology,15-21
2.930325783202919,xgb,Single,dis_ophthalmology,15-21
4.69724300211979,xgb,Single,dis_ophthalmology,15-21
3.468219926914429,xgb,Single,dis_ophthalmology,15-21
13.525748974134574,xgb,Single,dis_ophthalmology,15-21
7.51830705345128,xgb,Single,dis_ophthalmology,15-21
5.208986608967748,xgb,Single,dis_ophthalmology,15-21
6.72335707673939,xgb,Single,dis_ophthalmology,15-21
10.313996574665655,xgb,Single,dis_ophthalmology,15-21
7.945775076749131,xgb,Single,dis_ophthalmology,15-21
7.762411603240419,xgb,Single,dis_ophthalmology,15-21
6.596323121733131,xgb,Single,dis_ophthalmology,15-21
15.573830231895272,xgb,Single,dis_ophthalmology,15-21
8.121554909739285,xgb,Single,dis_ophthalmology,15-21
14.317252087488969,xgb,Single,dis_ophthalmology,15-21
3.4684550861208203,xgb,Multi,dis_ophthalmology,15-21
1.7257200122470242,xgb,Multi,dis_ophthalmology,15-21
1.582003444585493,xgb,Multi,dis_ophthalmology,15-21
2.0108889117667212,xgb,Multi,dis_ophthalmology,15-21
3.3811380362460612,xgb,Multi,dis_ophthalmology,15-21
2.253871617048492,xgb,Multi,dis_ophthalmology,15-21
4.010456292122891,xgb,Multi,dis_ophthalmology,15-21
2.8991326172490077,xgb,Multi,dis_ophthalmology,15-21
3.25525932511744,xgb,Multi,dis_ophthalmology,15-21
2.433106149290865,xgb,Multi,dis_ophthalmology,15-21
2.90413207582604,xgb,Multi,dis_ophthalmology,15-21
1.8914941887654637,xgb,Multi,dis_ophthalmology,15-21
1.8125967275537234,xgb,Multi,dis_ophthalmology,15-21
3.6666703905725213,xgb,Multi,dis_ophthalmology,15-21
3.1106649487604896,xgb,Multi,dis_ophthalmology,15-21
2.5594707004184394,xgb,Multi,dis_ophthalmology,15-21
2.9238787925045986,xgb,Multi,dis_ophthalmology,15-21
4.3428446091977015,xgb,Multi,dis_ophthalmology,15-21
3.5888422041762817,xgb,Multi,dis_ophthalmology,15-21
10.813424575310634,xgb,Multi,dis_ophthalmology,15-21
7.351428196205289,xgb,Multi,dis_ophthalmology,15-21
3.5817751000964475,xgb,Multi,dis_ophthalmology,15-21
6.648325822584199,xgb,Multi,dis_ophthalmology,15-21
10.486604833182152,xgb,Multi,dis_ophthalmology,15-21
5.4334240749431455,xgb,Multi,dis_ophthalmology,15-21
6.810151060792715,xgb,Multi,dis_ophthalmology,15-21
6.832440236282092,xgb,Multi,dis_ophthalmology,15-21
12.21048191823461,xgb,Multi,dis_ophthalmology,15-21
8.151734707713793,xgb,Multi,dis_ophthalmology,15-21
15.564392948153833,xgb,Multi,dis_ophthalmology,15-21
3.0639074400275192,xgb,Single,dis_ophthalmology,22-42
3.5959521731762694,xgb,Single,dis_ophthalmology,22-42
3.0844688327935663,xgb,Single,dis_ophthalmology,22-42
4.870380035037556,xgb,Single,dis_ophthalmology,22-42
4.736279137219763,xgb,Single,dis_ophthalmology,22-42
4.467385978481953,xgb,Single,dis_ophthalmology,22-42
3.5344064078621167,xgb,Single,dis_ophthalmology,22-42
2.798566695522987,xgb,Single,dis_ophthalmology,22-42
3.4971358480764456,xgb,Single,dis_ophthalmology,22-42
4.510046120952904,xgb,Single,dis_ophthalmology,22-42
2.633171659509447,xgb,Single,dis_ophthalmology,22-42
2.3050644728995042,xgb,Single,dis_ophthalmology,22-42
4.450242543720972,xgb,Single,dis_ophthalmology,22-42
3.4416305459002166,xgb,Single,dis_ophthalmology,22-42
2.990095839100187,xgb,Single,dis_ophthalmology,22-42
4.324045677381672,xgb,Single,dis_ophthalmology,22-42
4.791418098632126,xgb,Single,dis_ophthalmology,22-42
6.823765784183827,xgb,Single,dis_ophthalmology,22-42
7.712042873789585,xgb,Single,dis_ophthalmology,22-42
8.083650991475885,xgb,Single,dis_ophthalmology,22-42
6.1077617017359005,xgb,Single,dis_ophthalmology,22-42
8.144571635241647,xgb,Single,dis_ophthalmology,22-42
8.57257399939987,xgb,Single,dis_ophthalmology,22-42
9.91554510615523,xgb,Single,dis_ophthalmology,22-42
10.896554666438684,xgb,Single,dis_ophthalmology,22-42
9.246471721167795,xgb,Single,dis_ophthalmology,22-42
8.597788060914626,xgb,Single,dis_ophthalmology,22-42
6.190409118067327,xgb,Single,dis_ophthalmology,22-42
10.736372246932213,xgb,Single,dis_ophthalmology,22-42
6.8013852333902465,xgb,Single,dis_ophthalmology,22-42
2.548056210659761,xgb,Multi,dis_ophthalmology,22-42
2.003045179353646,xgb,Multi,dis_ophthalmology,22-42
2.5264070642826035,xgb,Multi,dis_ophthalmology,22-42
3.3193935734671203,xgb,Multi,dis_ophthalmology,22-42
3.051463605433798,xgb,Multi,dis_ophthalmology,22-42
2.9092125128082373,xgb,Multi,dis_ophthalmology,22-42
2.88906630659861,xgb,Multi,dis_ophthalmology,22-42
2.1226702555030816,xgb,Multi,dis_ophthalmology,22-42
2.904305764087287,xgb,Multi,dis_ophthalmology,22-42
2.7295355833464803,xgb,Multi,dis_ophthalmology,22-42
2.6595274343349637,xgb,Multi,dis_ophthalmology,22-42
2.556601494942104,xgb,Multi,dis_ophthalmology,22-42
3.89218165655103,xgb,Multi,dis_ophthalmology,22-42
3.9378669158074664,xgb,Multi,dis_ophthalmology,22-42
3.9217062104562874,xgb,Multi,dis_ophthalmology,22-42
2.966389433302531,xgb,Multi,dis_ophthalmology,22-42
4.339676600665571,xgb,Multi,dis_ophthalmology,22-42
6.697929793368235,xgb,Multi,dis_ophthalmology,22-42
7.422808281375541,xgb,Multi,dis_ophthalmology,22-42
5.512850727632537,xgb,Multi,dis_ophthalmology,22-42
5.621483521798716,xgb,Multi,dis_ophthalmology,22-42
7.592679983216742,xgb,Multi,dis_ophthalmology,22-42
6.268492883438132,xgb,Multi,dis_ophthalmology,22-42
9.539870687506008,xgb,Multi,dis_ophthalmology,22-42
8.50760075428146,xgb,Multi,dis_ophthalmology,22-42
7.305468623062727,xgb,Multi,dis_ophthalmology,22-42
7.661023220905953,xgb,Multi,dis_ophthalmology,22-42
5.406864444043536,xgb,Multi,dis_ophthalmology,22-42
9.908908040867832,xgb,Multi,dis_ophthalmology,22-42
8.244591535922732,xgb,Multi,dis_ophthalmology,22-42
1.8499175077190597,xgb,Single,dis_cardiology,1-7
1.82317413572131,xgb,Single,dis_cardiology,1-7
2.5255089283864036,xgb,Single,dis_cardiology,1-7
1.8848659687311435,xgb,Single,dis_cardiology,1-7
2.073676168016862,xgb,Single,dis_cardiology,1-7
1.8362938473806645,xgb,Single,dis_cardiology,1-7
3.4183150565859504,xgb,Single,dis_cardiology,1-7
2.066931197275941,xgb,Single,dis_cardiology,1-7
2.6526772510840115,xgb,Single,dis_cardiology,1-7
1.4098604212310464,xgb,Single,dis_cardiology,1-7
2.3311463744577465,xgb,Single,dis_cardiology,1-7
2.8070146386512533,xgb,Single,dis_cardiology,1-7
1.7170189444642834,xgb,Single,dis_cardiology,1-7
1.8209976108502264,xgb,Single,dis_cardiology,1-7
2.0365189181159717,xgb,Single,dis_cardiology,1-7
2.2371757651994186,xgb,Single,dis_cardiology,1-7
2.080809314774244,xgb,Single,dis_cardiology,1-7
2.604367734545119,xgb,Single,dis_cardiology,1-7
2.8342760815658186,xgb,Single,dis_cardiology,1-7
1.8198713225802037,xgb,Single,dis_cardiology,1-7
1.97860908115297,xgb,Single,dis_cardiology,1-7
2.4904609551688286,xgb,Single,dis_cardiology,1-7
2.7009067763327117,xgb,Single,dis_cardiology,1-7
1.9747420014619845,xgb,Single,dis_cardiology,1-7
4.4679169925990205,xgb,Single,dis_cardiology,1-7
2.003858680446642,xgb,Single,dis_cardiology,1-7
2.4713449647471593,xgb,Single,dis_cardiology,1-7
1.0117123319110664,xgb,Single,dis_cardiology,1-7
3.6919970943187823,xgb,Single,dis_cardiology,1-7
2.0726827170555473,xgb,Single,dis_cardiology,1-7
1.905447134380049,xgb,Multi,dis_cardiology,1-7
1.3225251922006354,xgb,Multi,dis_cardiology,1-7
2.7831818864330704,xgb,Multi,dis_cardiology,1-7
1.6212380740932184,xgb,Multi,dis_cardiology,1-7
1.8015089773915942,xgb,Multi,dis_cardiology,1-7
2.0450312616379565,xgb,Multi,dis_cardiology,1-7
3.0854394781910437,xgb,Multi,dis_cardiology,1-7
2.089205565336677,xgb,Multi,dis_cardiology,1-7
3.1270594649904,xgb,Multi,dis_cardiology,1-7
1.7535621890897224,xgb,Multi,dis_cardiology,1-7
2.9398745382450526,xgb,Multi,dis_cardiology,1-7
2.928737088513541,xgb,Multi,dis_cardiology,1-7
1.7161914183224511,xgb,Multi,dis_cardiology,1-7
1.8705302755156505,xgb,Multi,dis_cardiology,1-7
1.962622953479036,xgb,Multi,dis_cardiology,1-7
2.1422634382508705,xgb,Multi,dis_cardiology,1-7
2.166222450951801,xgb,Multi,dis_cardiology,1-7
2.2417321523319065,xgb,Multi,dis_cardiology,1-7
2.8811497095583727,xgb,Multi,dis_cardiology,1-7
1.9793489154470483,xgb,Multi,dis_cardiology,1-7
1.7706664540957873,xgb,Multi,dis_cardiology,1-7
2.5618065420124134,xgb,Multi,dis_cardiology,1-7
2.0783418386545365,xgb,Multi,dis_cardiology,1-7
1.9977156848341637,xgb,Multi,dis_cardiology,1-7
4.241508544097333,xgb,Multi,dis_cardiology,1-7
2.062103194474551,xgb,Multi,dis_cardiology,1-7
2.683599172674405,xgb,Multi,dis_cardiology,1-7
1.61272413579668,xgb,Multi,dis_cardiology,1-7
3.5401845287425715,xgb,Multi,dis_cardiology,1-7
2.73506198290796,xgb,Multi,dis_cardiology,1-7
3.9199029345598073,xgb,Single,dis_cardiology,8-14
3.21795884825939,xgb,Single,dis_cardiology,8-14
1.4099869108157927,xgb,Single,dis_cardiology,8-14
1.320534882277401,xgb,Single,dis_cardiology,8-14
1.731007603321016,xgb,Single,dis_cardiology,8-14
2.8603998370007977,xgb,Single,dis_cardiology,8-14
1.9869431799273707,xgb,Single,dis_cardiology,8-14
2.654246550430559,xgb,Single,dis_cardiology,8-14
2.0698399735853292,xgb,Single,dis_cardiology,8-14
2.3353651079030118,xgb,Single,dis_cardiology,8-14
1.819641189618458,xgb,Single,dis_cardiology,8-14
2.140821885482783,xgb,Single,dis_cardiology,8-14
1.371870900747164,xgb,Single,dis_cardiology,8-14
2.069554579586209,xgb,Single,dis_cardiology,8-14
2.774731720674111,xgb,Single,dis_cardiology,8-14
2.83022248400788,xgb,Single,dis_cardiology,8-14
2.3888436140258227,xgb,Single,dis_cardiology,8-14
1.611737399279157,xgb,Single,dis_cardiology,8-14
2.2672722076287224,xgb,Single,dis_cardiology,8-14
2.0990778911150385,xgb,Single,dis_cardiology,8-14
4.416274123121789,xgb,Single,dis_cardiology,8-14
3.34253359064192,xgb,Single,dis_cardiology,8-14
1.034711714560562,xgb,Single,dis_cardiology,8-14
2.920526934273969,xgb,Single,dis_cardiology,8-14
2.0839727076709287,xgb,Single,dis_cardiology,8-14
1.597736915223716,xgb,Single,dis_cardiology,8-14
1.5208192753152303,xgb,Single,dis_cardiology,8-14
2.073994135727531,xgb,Single,dis_cardiology,8-14
1.784678597795962,xgb,Single,dis_cardiology,8-14
2.112457581676719,xgb,Single,dis_cardiology,8-14
3.8393026405049437,xgb,Multi,dis_cardiology,8-14
3.2534001313084344,xgb,Multi,dis_cardiology,8-14
1.496546315870382,xgb,Multi,dis_cardiology,8-14
1.458952580765391,xgb,Multi,dis_cardiology,8-14
